,Créateur/auteur : Nom et informations,Catégorie Créateur/auteur,Genre de l'host,NOM DE L'HOST
1936,Rédaction en chef : Fabienne Lemahieu et Dominique Greiner. Journaliste au service Religion : Gilles Donada. Chargée de production : Célestine Albert-Steward. Réalisation : Flavien Edenne et Gilles Donada. Montage : Gilles Donada. Mixage : Gabriel Fadavi. Responsable marketing : Laurence Szabason. Visuel : Isaline Moulin. Musique : Sœur France Hélène. ,Rédaction,H,AD
1937,rédaction,Rédaction,AD,AD
1938,"Victoire DAUXERRE, auteure, ex-mannequin",auteur/réalisateur,AD,AD
1939,"Vincent PELLEGRINO, journaliste Canal +, pigiste (animation)",Journaliste,AD,AD
1940,"Présentation: Vincent Pellegrino

Production et réalisation: Slate Studio

Musique: «Let it happen», South London HiFi",Rédaction,H,Vincent Pellegrino
1941,"Maud RIEU (réalisation, montage), service documentation du journal Sud Ouest",Rédaction,F,Maud RIEU
1942,rédaction,Rédaction,F,Anne-Emmnauelle ISAAC
1943,"Pascale GÉTIN, journaliste juridique",Journaliste,AD,Pascale GÉTIN
1944,"Yves PULICI, journaliste",Journaliste,AD,AD
1945,"Guy-Emmanuel CARIOT, prêtre",professionnel secteur,H,Guy-Emmanuel CARIOT
1946,Manon Tournant,professionnel secteur,F,Manon Tournant
1947,rédaction,rédaction,AD,AD
1948,AD,AD,AD,AD
1949,"Marie-Christine VIDAL, rédac chef mensuel Panorama",Journaliste,AD,AD
1950,Thibaut AUSTRUY,Journaliste,H,Thibaut AUSTRUY
1951,rédaction,Journaliste,H,Christophe PARRA
1952,"Grégory PHILLIPS, journaliste",Journaliste,AD,AD
1953,"Océane LAPARADE, Christophe PARRA, journalistes (animation",Journaliste,H+F,"Océane LAPARADE, Christophe PARRA"
1954,"Marion GALY-RAMOUNOT (présentation), redac chef adjointe Le figaro",Journaliste,AD,AD
1955,rédaction,Rédaction,AD,AD
1956,"Véronique ALZIEU, journaliste",Journaliste,AD,AD
1957,"Marie LAVANDIER, directrice du Louvre Lens",Autres,F,Marie LAVANDIER
1958,nsp,NSP,AD,AD
1959,"Renaud POURPRE, PHD","Prof, chercheurs",H,Renaud POURPRE
1960,"Sarah-Lou LEPERS, journaliste audio AFP,  Antoine BOYER, journaliste AFP, et Camille KAUFFMAN, journaliste AFP",Journaliste,AD,AD
1961,nsp,NSP,AD,AD
1962,"Charline GAUTHERET, infirmière puéricultrice, Merry ROYER, créatrice de podcast (co-écriture, réalisation)",Autres,AD,AD
1963,AD,AD,AD,AD
1964,"Latifa MOUAOUED, journaliste",Journaliste,AD,AD
1965,AD,AD,AD,AD
1966,Myriam Loriol,Journaliste,F,Myriam Loriol
1967,Richard Gaitet,auteur/réalisateur,H,Richard Gaitet
1968,Solène et Emilie,amateur/concerné,F,AD
1969,Aziliz Le Corre (présentation),Rédaction,F,Aziliz LE CORRE
1970,David Garbous,AD,H,David Garbous
1971,Charlotte Giorgi,AD,F,Charlotte Giorgi
1972,"Gautier DEPAMBOUR, doctorant","Prof, chercheurs",H,Gautier DEPAMBOUR
1973,AD,AD,AD,AD
1974,"Elise GOLDFARB, Julia LAYANI, journalistes, entrepreneures",Journaliste,AD,AD
1975,rédaction,Rédaction,H,AD
1976,"Laurent COCHINI, managing director Sixième Son",professionnel secteur,H,Laurent COCHINI
1977,AD,AD,AD,AD
1978,"Catherine NAY, journaliste",Journaliste,AD,AD
1979,Joséfa Lopez et Isabelle Hennebelle,Journaliste,F,AD
1980,Joséfa Lopez & Alice Raybaud,Journaliste,F,AD
1981,rédaction,Rédaction,AD,AD
1982,"Louis DURUFLé, co fondateur studio flamboyances",Studio de podcast,H,Louis DURUFLé
1983,rédaction,Rédaction,AD,AD
1984,"Michel ROMMEL, co-fonsateur Studio FLamboyances",Studio de podcast,H,Michel ROMMEL
1985,"Maxime TELLIER, journaliste",Journaliste,AD,AD
1986,Christopher Ciminelli,professionnel secteur,H,Christopher Ciminelli
1987,rédaction,Rédaction,AD,AD
1988,"Sarah-Lou LEPERS, journaliste audio AFP,  Antoine BOYER, journaliste AFP, et Camille KAUFFMAN, journaliste AFP",Journaliste,AD,AD
1989,rédaction,Rédaction,H,Frédéric BONET
1990,AD,AD,AD,AD
1991,Jean Zeid,AD,H,Jean Zeid
1992,AD,AD,AD,AD
1993,"Jean-Christophe DROUET, journaliste",Journaliste,AD,AD
1994,AD,AD,AD,AD
1995,"Luc LE GONIDEC,  Rédacteur Chef, monteur son, Host Podcast cinéma ""Retour vers le Turfu"" ""#Shitlist"" et du podcast série ""Le Début de la Fin"" ",Studio de podcast,AD,AD
1996,AD,AD,AD,AD
1997,rédaction,rédaction,AD,AD
1998,Melissa Lepoureau,AD,F,Melissa Lepoureau
1999,nsp,NSP,F,AD
2000,Jean-Claude Ballatore,professionnel secteur,H,Jean-Claude Ballatore
2001,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2002,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2003,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2004,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2005,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2006,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2007,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2008,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2009,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2010,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2011,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2012,"Marie DOUCHE, auteure, Elodie GONCALVES, content lead app, Majelan, MArgaux GRANCHET, resp studio Majelan",Studio de podcast,AD,AD
2013,Halima Elkhatabi,auteur/réalisateur,F,Halima Elkhatabi
2014,AD,AD,AD,AD
2015,"Alain FAURITTE, journaliste",Journaliste,AD,AD
2016,AD,AD,AD,AD
2017,nsp,NSP,AD,AD
2018,"Frédéric WORMS, philosophe",professionnel secteur,AD,AD
2019,Les chercheuses de l'Institut Veblen,"Prof, chercheurs",AD,AD
2020,"Brak, streamer e-sport, et Louis, animateur",Autres,H,Brak et Louis
2021,Paul Bertiaux,auteur/réalisateur,H,Paul Bertiaux
2022,"Aurélie CANZONERI, naturopathe",professionnel secteur,F,Aurélie CANZONERI
2023,AD,AD,AD,AD
2024,AD,AD,AD,AD
2025,rédaction,Rédaction,H,AD
2026,"Nabil Wakim, journaliste",Journaliste,H,Nabil WAKIM
2027,"Écriture et voix : Veronika Dorman, avec la participation de Marat Gabidullin",Journaliste,F,Veronika DORMAN
2028,"Thierry LYONNET, journaliste",Journaliste,AD,AD
2029,nsp,NSP,AD,pas d'Host
2030,Clothilde Dagnaux,Journaliste,F,Clothilde Dagnaux
2031,"Vincent BRUNNER, journaliste",Journaliste,AD,AD
2032,Céline Kajoulis,Journaliste,F,Céline Kajoulis
2033,"Chloé TRIOMPHE, journaliste",Journaliste,AD,AD
2034,rédaction,Rédaction,AD,AD
2035,Nina PAREJA,Journaliste,AD,AD
2036,nsp,NSP,AD,AD
2037,Esteban Wending,Journaliste,H,Esteban Wending
2038,Céline PUERTAS,Journaliste,AD,AD
2039,Anaïs et Loup Loup Lassinat-Foubert,Journaliste,H+F,Anaïs et Loup
2040,Edie,NSP,AD,AD
2041,"KEvin FINEL, formateur et hypnose",professionnel secteur,H,Kevin FINEL
2042,non précisé,NSP,AD,AD
2043,AD,AD,AD,AD
2044,"Timothée LE VERT, client services director",professionnel secteur,H,Timothée LE VERT
2045,rédaction,Rédaction,AD,AD
2046,Emilie Mendy,auteur/réalisateur,F,Emilie Mendy
2047,nsp,NSP,AD,AD
2048,Yves Thréard,Journaliste,H,Hervé HAUBOLDT
2049,Emmanuel,NSP,H,AD
2050,Pierre-Yves Crochet,AD,H+F,"Marine Ditta, Diane Douzillé, Pierre-Yves Crochet"
2051,"Isadora DARTIAL, journaliste",Journaliste,AD,AD
2052,"Chercheurs d'or, un podcast conçu et imaginé par Isadora Dartial. Réalisé par Guillaume Girault, Benoit Thuault et Mathieu Boudon.
",Rédaction,F,Isadora Dartial 
2053,AD,AD,F,AD
2054,Pauline Grisoni,Journaliste,F,Pauline Grisoni
2055,AD,AD,AD,AD
2056,Nicolas Laffitte,AD,H,Nicolas Laffitte
2057,"saison 1 , par Michel Pomarède et Gilles Mardirossian; saison 2  par Michel Pomarède et Gilles Mardirossian; 
saison 3 :par Michel Pomarède et Charlotte Roux; saison 4  Johanna Bedeau et Gilles Mardirossian; ;  saison 5 par Nour-Eddine Zidane et Eric Lancien; saison 6 , par Joanna Szybist et Laure-Hélène Planchet
 saison 7 :par Michel Pomarède et Jean-Philippe Navarre ; saison 8  par Michel Pomarède et Jean-Philippe Navarre",Journaliste,H+F,cf case de gauche
2058,Anaïs ??,AD,F,AD
2059,Emilie DELAUNEY,Artiste,AD,AD
2060,"Kenza NAAIMI, journaliste ",Journaliste,F,Kenza NAAIMI
2061,Romain Cavallin & Matthieu Cauchy,auteur/réalisateur,H,Romain Cavallin & Matthieu Cauchy
2062,Sophie Rosemont et Christophe Conte,Journaliste,H+F,Sophie Rosemont et Christophe Conte
2063,Emmanuel VIAU et Céline ROUSSEAU,Journaliste,H+F,Emmanuel VIAU et Céline ROUSSEAU
2064,"Raphaël COURNAULT, prêtre",Autres,H,Raphaël COURNAULT
2065,"Production : France Bleu Auxerre, France Bleu Béarn Bigorre, France Bleu Cotentin, France Bleu Limousin, France Bleu Normandie
Voix intro et outro : Maxence Petitjean
Identité sonore : Hervé Bouley
Visuels : atelier graphique – Louise Aubin
Documentaliste INA : Sophie Henocq
Direction de l’information France Bleu : Maxence Petitjean
Production exécutive : Thomas Biasci",Rédaction,H,Maxence Petitjean
2066,Camille Testes,Journaliste,F,Camille Testes
2067,nsp,NSP,AD,AD
2068,AD,AD,AD,AD
2069,Mina Soundiram,Journaliste,F,Mina Soundiram
2070,David Commeillas et Christophe Payet,professionnel secteur,H,Molécule / Romain
2071,"Un podcast produit par Radio Propaganda pour la Philharmonie de Paris dans le cadre de l’exposition Hip-Hop 360, en partenariat avec Radio Nova. Écriture : Sébastien Carayol et Franck Haderer. Réalisation : Franck Haderer. Voix off : Bintou Simpore et Karine Bonjour. L’exposition Hip-Hop 360 est à découvrir jusqu’au 24 juillet 2022 à la Philharmonie de Paris.",Rédaction,F,Bintou Simpore et Karine Bonjour.
2072,Karine Micard.,AD,F,Karine Micard.
2073,Alexia Duchêne,professionnel secteur,F,Alexia Duchêne
2074,Dominique Rizet,Journaliste,H,Dominique Rizet
2075,AD,AD,AD,AD
2076,AD,AD,AD,AD
2077,"Pauline PAILLASSA, journaliste podcast, Les Jours",Journaliste,F,"Pauline PAILLASSA, journaliste podcast, Les Jours"
2078,nsp,NSP,H,AD
2079,nsp,nsp,F,F
2080,Yves Pulicci,Journaliste,H,Yves Pulicci
2081,Pierre Kupferman,Journaliste,H,Pierre Kupferman
2082,Richard Gaitet,Journaliste,H,Richard Gaitet
2083,Pauline Roux,AD,AD,AD
2084,nsp,NSP,AD,AD
2085,François Beaune,écrivain,H,François Beaune
2086,AD,AD,AD,AD
2087,AD,Journaliste,H,AD
2088,Mathieu Coureau et Clément Commolet,Journaliste,H,Mathieu Coureau et Clément Commolet
2089,Pierre Haski,Journaliste,H,Pierre Haski
2090,nsp,NSP,AD,Camille RIVIECCIO.
2091,AD,AD,AD,AD
2092,Philippe Collin,Journaliste,H,Philippe Collin
2093,"Marie LOPEZ, vidéaste, influenceuse",professionnel secteur,AD,AD
2094,"Jean-Joseph JULAUD, historien",professionnel secteur,AD,AD
2095,"Joséfa Lopez, Le Monde",Journaliste,F,AD
2096,"Matthew William Phelps, journaliste",Journaliste,AD,"Avec les voix de Philippe Maymat, Blanche Leleu, Léonie Pingeot, Pierre-Michel Dudan, Sophie Fogarassy, Sylvain Sounier et Valentine Alaqui."
2097,??,nsp,H,AD
2098,Adèle Ndjaki,AD,F,Adèle Ndjaki
2099,Jérôme Lachasse,Journaliste,H,Jérôme Lachasse
2100,AD,AD,AD,AD
2101,Matthew William Phelps,Journaliste,H,Matthew William Phelps
2102,Guillaume Diana,"Prof, chercheurs",H,Guillaume Diana
2103,Maëlle Auriol et Amélie Palmas,Journaliste,F,Maëlle Auriol
2104,nsp,NSP,AD,AD
2105,Robin ??,nsp,H,Robin ??
2106,Grégoire Levy,Rédaction,AD,AD
2107,Leslie Rijmenams,Journaliste,F,Leslie Rijmenams
2108,Céline Kalmann,Journaliste,F,Céline Kalmann
2109,Sarah Koskievic assistée de Louise Nguyen,Journaliste,H,Olivier Marchal
2110,AD,Rédaction,AD,AD
2111,AD,AD,AD,AD
2112,"Kilian Tribouillard, Philipe Créange",responsable du développement éditorial au Télégramme,H,"Kilian Tribouillard, Philipe Créange"
2113,Benoît Boutron.,Journaliste,H,Benoît Boutron.
2114,"e Isabelle BONNET-MURRAY,",professionnel secteur,F," Isabelle BONNET-MURRAY,"
2115,AD,AD,AD,AD
2116,AD,AD,AD,AD
2117,Etienne Karlen,auteur/réalisateur,H,Etienne Karlen
2118,Benoit Boutron.,Journaliste,H,Benoit Boutron.
2119,Géraldine de Mori ,Journaliste,F,Géraldine de Mori 
2120,AD,AD,AD,AD
2121,"Production, coordination et réalisation : Robin Riccitiello


Programmateur : Alexandre Duarte


Direction de création : Raphaël Choyé


Direction de la rédaction : Marjorie Du Manoir


Photographe : Robin Delanoy


Journalistes : Jennifer Moyenga et Barbara Silvera Sonigo

",AD,H,David Castello-Lopes
2122,"Guilhem Richaud, Yohan Lemore",Journaliste,H,"Guilhem Richaud, Yohan Lemore"
2123,Flora Trouilloud,Journaliste,F,Flora Trouilloud
2124,AD,AD,AD,AD
2125,Loup Lassinat-Foubert,Journaliste,H,Loup Lassinat-Foubert
2126,Pomme et Julien ,AD,H+F,Pomme et Julien 
2127,Mathilde Fouqué et Mathis Desmond,AD,H+F,Mathilde Fouqué et Mathis Desmond
2128,Justine Hollman,Journaliste,F,Justine Hollman
2129,Philippe Joubin,Journaliste,H,H
2130,Anne Defraiteur-Nicoleau,auteur/réalisateur,F,Anne Defraiteur-Nicoleau
2131,"Léa Lejeune,",AD,F,"Léa Lejeune,"
2132,"écrit et incarné par Inès Hirigoyen, réalisé et mis en musique par Mathis Grosos, produit par Rochann Novin, Adeline Labbé et co-produit par la Fédération Française de Rugby",AD,F, Inès Hirigoyen
2133,"Enregistrements : août 20 à mai 22 - Entretiens : Marine Vlahovic - Montage : Marine Vlahovic et Sara Monimart - Réalisation : Marine Vlahovic et Samuel Hirsch - Musique originale & mixage : Samuel Hirsch - Illustration : Zaven Najjar - Production : ARTE Radio

",auteur/réalisateur,F,Marine Vlahovic
2134,AD,AD,F,AD
2135,AD,AD,AD,AD
2136,AD,Journaliste,F,Zoé
2137,"Pauline PAILLASSA, journaliste podcast, Les Jours",Journaliste,F,AD
2138,AD,AD,F,AD
2139,nsp,Journaliste,F,AD
2140,Slate pour Edmond de Rotschild,professionnel secteur,H,Edmond de Rotschild
2141,AD,AD,AD,AD
2142,"Franck Ferrand, Gérald Karsenti",Journaliste,H,"Franck Ferrand, Gérald Karsenti"
2143,nsp,Journaliste,AD,AD
2144,AD,AD,AD,AD
2145,"Écrit par Adélie Pojzman-Pontay, Iris Ouedraogo; Consultante historique : Myriam Cottias; Relecture et édition : Gabrielle Ramain: Réalisé par Chloé Kobuta  & Luis Calderon: Musique originale : Célia Wa; Montage : Chloé Kobuta, Luis Calderon et Iris Ouedraogo

Mix : Luis Calderon; Ingénieurs du son tape sync : Kimberly Haas, Emma Jacobs, Julien Manuguerra; Assistant son : Marin Grizeaud, Theo Albaric, Marec Panchot; Directrice de production : Oriane Bettoni; Assistante de production : Aimie Faconnier, Lucine Dorso, Responsable marketing : Carla Bertone; Graphiste : Mathilde Aubier; Producteurs délégués : Lorenzo Benedetti, Benoit Dunaigre et Louis Daboussy; Ce documentaire a reçu le soutien du Ministère de la Culture aux auteurs et autrices de ce podcast; Avec la participation du LAB d’Auvergne-Rhône-Alpes Cinéma et de la Région Auvergne-Rhône-Alpes. ",AD,F,"Adélie Pojzman-Pontay, Iris Ouedraogo"
2146,AD,AD,AD,AD
2147,Carine Dany,professionnel secteur,F,Carine Dany
2148,Nicolas Paolorsi,Journaliste,H,Nicolas Paolorsi
2149,Thibault Caudron,AD,H,Thibault Caudron
2150,AD,AD,AD,AD
2151,Mourad Aerts et Nicolas Georges,Journaliste,H,Mourad Aerts et Nicolas Georges
2152,AD,AD,AD,AD
2153,AD,AD,AD,AD
2154,Michel Juvillier,Journaliste,H,Michel Juvillier
2155,AD,AD,AD,AD
2156,Mathis Grosos,Journaliste,H,Mathis Grosos
2157,NSP,Rédaction,H,Felix Moatti
2158,Laurène Daycard,Journaliste,F,Laurène Daycard
2159,Marine Barnérias ,Journaliste,F,Marine Barnérias 
2160,"Isadora Dartial de Radio Nova, et Franck Vergeade des Inrockuptibles ",Journaliste,H+F,"Isadora Dartial de Radio Nova, et Franck Vergeade des Inrockuptibles "
2161,AD,AD,AD,AD
2162,Sarah Conan et Maud Ventura,AD,AD,Sarah Conan
2163,Camille RIVIECCIO.,Journaliste,F,Camille RIVIECCIO.
2164,AD,AD,AD,AD
2165,nsp,NSP,F,Camille RIVIECCIO.
2166,Christophe Delay et Adeline François ,Journaliste,H+F,Christophe Delay et Adeline François 
2167,rédaction,Rédaction,AD,AD
2168,rédaction,rédaction,H+F,rédaction
2169,nsp,nsp,AD,AD
2170,AD,AD,AD,AD
2171,AD,AD,AD,AD
2172,Violette Artaud,Journaliste,F,Violette Artaud
2173,Quentin Travaillé,AD,H,Quentin Travaillé
2174,Aurélien Raptael,Journaliste,H,Aurélien Raptael
2175,AD,AD,AD,AD
2176,Clawdia Prolongeau,Journaliste,F,Clawdia Prolongeau
2177,Philippe Gélie,Journaliste,H,Philippe Gélie
2178,"Vincent Roux, Anne-Emmanuelle Isaac, Alban Barthélemy et Timothée Delhemmes",Journaliste,H+F,"Vincent Roux, Anne-Emmanuelle Isaac, Alban Barthélemy et Timothée Delhemmes"
2179," Samia Basille, Alex Blomme et Hervé Hauboldt",NSP,H+F," Samia Basille, Alex Blomme et Hervé Hauboldt"
2180,"Ronan Coquelin-Lion, Eric Birlouez",journaliste + sociologue,H,"Ronan Coquelin-Lion, Eric Birlouez"
2181,Julia Molkhou,professionnel secteur,F,Julia Molkhou
2182,Fabrice Hyber,professionnel secteur,H,Fabrice Hyber
2183,Alicia Dorey,Rédaction,F,Alicia Dorey
2184,Jean-Christophe Buisson,Journaliste,H,Jean-Christophe Buisson
2185, Laura Raim ,auteur/réalisateur,F, Laura Raim 
2186,Martin Dust et Nina Gat ,Journaliste,H+F,Martin Dust et Nina Gat 
2187,"Thibaut Gauthier, Vincent Rozeron et Timothée Delhemme",Journaliste,H,"Thibaut Gauthier, Vincent Rozeron et Timothée Delhemme"
2188,AD,AD,AD,AD
2189,rédaction,rédaction,H,Xavier Colombani et Gaëtan de la folie
2190,Clara Blein-Renaudot,auteur/réalisateur,F,Clara Blein-Renaudot
2191,AD,AD,AD,AD
2192,"Nicolas Vilas, Kevin Diaz",Journaliste,H,"Nicolas Vilas, Kevin Diaz"
2193,Denis Dupont,Rédaction,H,Hervé HAUBOLDT
2194,Camille RIVIECCIO.,Journaliste,F,Camille RIVIECCIO.
2195,Chloé Woitier,Journaliste,F,Chloé Woitier
2196,nsp,Rédaction,AD,AD
2197,Hortense Volle,Journaliste,F,Hortense Volle
2198,AD,AD,AD,AD
2199,AD,AD,AD,AD
2200,Eugénie Bastié,Journaliste,F,Eugénie Bastié
2201,"Aïda Djoupa, Marie-Stéphanie Servos",Journaliste,F,"Aïda Djoupa, Marie-Stéphanie Servos"
2202,"Dominique A; réalisation et mixage : Samuel Hirsch

",auteur/réalisateur,H,Dominique A
2203," Les inattendus est un podcast de Mélanie Ohayon produit par l'Acap - pôle régional image et Narrason.


Coordination générale et éditoriale, Host et Casting : Mélanie OHAYON.


Prises de son préparation des entretiens : Norah BENARROSH et Gabriel VLACHOS


Direction de production : Nolwenn THIVAULT


Assistant de production : Clément COUCOUREUX


Réalisation : Charlie AZINCOT


Illustration : Pauline DI VALENTIN


Habillage graphique : Clémentine TROCELLIER


Composition musicale : Emeric ZUBAR


Une co-production Acap - pôle régional image et Narrason 2023",AD,F,Mélanie Ohayon
2204,"Panier Piano est un podcast de Binge Audio. Générique : François Clos, Thomas Rozès avec la Chorale de Binge Audio. Identité graphique : Marion Lavedeau (Upian). Direction des programmes : Joël Ronez. Direction de la rédaction : David Carzon. Direction générale : Gabrielle Boeri-Charles.",professionnel secteur,H+F,Klair fait grrr
2205,Rémi le Druillenec et Quentin Obadia,Journaliste,H,Rémi le Druillenec et Quentin Obadia
2206,Mathieu Chiaverini,auteur/réalisateur,H,Mathieu Chiaverini
2207,Michel Liout,Rédaction,H,Michel Liout
2208,nsp,nsp,AD,AD
2209,"Ruddy Aboab / Aline Afanoukoé / Sir Ali / Marion Armengod / Marie Arquié / Aure Atika / Morane Aubert / Arnaud Aymard / Mélanie Bauer / Thomas Baumgartner / Emmanuel Baux / Antoine Blin / David Blot / Marie Bonnisseau / Smaël Bouaici / Mathieu Boudon / Tania Bruna-Rosso / David Brun-Lambert / Camille / Sébastian Carriau / Sulivan Clabaut / Fany Corral / Eve Couturier / DJ Cut Killer / Isadora Dartial / François Dayre / Jamel Debbouze / DJ Dee Nasty / Héloïse Delaunay / Annick Delefosse / Bruno Delport / Yao Dembelé / Camille Diao / Julien Donaz / Léa Drucker / Loïc Dury / EJM / Elodie Font / Matthieu Fontaine / Nicolas Frize / Franck Haderer / Armel Hemme / Esteli Hernandez Ortiz / Richard Gaitet / Guillaume Girault / Mathieu Girod / Liz Gomis / Isabelle Gornet / Nadine Gravelle / Tristan Guérin / IAM / Jimmy Kiavué / Cédric Klapisch / Ariel Kyrou / Jeanne Lacaille / Catherine Lagarde / DJ LBR / Ray Lema / Manu Le Malin / Patrick Leygonie / Angela Lorente / Linda Lorin / Mai Lucas / Lionel « Foxx » Magal / Mélanie Mallet / Jean-Jacques Mandel / Valérie Massadian / Sophie Marchand / Alex Masson / Martin Meissonnier / Marc Melki / Marie Misset / Jean Morel / Samba Ndiaye / Christophe Nick / Jean-Jacques Palix / Thierry Paret / Gilles Peterson / Thierry Planelle / Nicolas Pradeau / Reza Pounewatchy / Princesse Erika / Elisabeth Quin / Roudoudou / Nicolas Saada / Sapho / Aino Schlaegel / Théo Sébald / Mathilde Serrell / Aurélie Sfez / Bintou Simporé / Solo / Squaaly Baba / Bastien Stisi / Hadja Tabi / Frédéric Taddéi / Patrick Thévenin / Benoît Thuault / Patrick Van Troyen / Marushka Vidovic / Malo Williams / Ariel Wizman / Yannick & Mélusine / Bernard Zekri.

",Rédaction,H+F,H+F
2210,Guyonne de Montjou,Journaliste,F,Guyonne de Montjou
2211,Career Kueen,professionnel secteur,F,Career Kueen
2212,AD,AD,AD,AD
2213,nsp,NSP,AD,AD
2214,Marjorie Hache,Journaliste,F,Marjorie Hache
2215,AD,AD,AD,AD
2216,"Juliette LIVARTOWSKI, productrice Binge audio",Journaliste,F,"Juliette LIVARTOWSKI, productrice Binge audio"
2217,Mehdi Ahoudig & Hassen Ferhani,auteur/réalisateur,H+F,Mehdi Ahoudig & Hassen Ferhani
2218,Myriam Prévost,auteur/réalisateur,F,Myriam Prévost
2219,"Alice, Inès, Clara, Ève",AD,F,F
2220,Pauline Grisoni,AD,F,Pauline Grisoni
2221,Waxx,Journaliste,H,Waxx
2222,"roduction éditoriale: Nina Pareja. Présentation, montage, réalisation et illustration: Mona Delahais.",nsp,F,Mona Delahais
2223,nsp,Journaliste,AD,AD
2224,AD,AD,AD,AD
2225,Maud Rieu,AD,F,Maud Rieu
2226,"Les cinq journalistes du pôle sciences (science, santé et environnement) de

The Conversation France (Lionel Cavicchioli, Elsa Couderc, Jennifer Gallé, Émilie Rauscher et Benoît Tonson),",Journaliste,H+F,"""Les cinq journalistes du pôle sciences (science, santé et environnement) de

The Conversation France (Lionel Cavicchioli, Elsa Couderc, Jennifer Gallé, Émilie Rauscher et Benoît Tonson),"""
2227,Denis Dupont,Rédaction,H,Denis Dupont
2228,AD,"Prof, chercheurs",H,AD
2229,AD,AD,F,AD
2230,AD,AD,AD,AD
2231,AD,AD,AD,AD
2232,Nicolas Vilas ,Journaliste,H,Nicolas Vilas 
2233,AD,AD,AD,AD
2234,AD,AD,AD,AD
2235,Anaïs Bouton,Journaliste,F,Journaliste
2236,Diane Poitau et Romain Salas (et à l’occas’ par Bérénice Coulibaly,Journaliste,H+F,Diane Poitau et Romain Salas (et à l’occas’ par Bérénice Coulibaly
2237,Diane Sprimont,auteur/réalisateur,F,Diane Sprimont
2238,AD,AD,AD,AD
2239,Daniel Fiévet,Journaliste,H,Daniel Fiévet
2240,Alex Voce,Journaliste,H,Alex Voce
2241,AD,AD,AD,AD
2242,Claire Rodineau et Sophie Vincelot,Journaliste,F,Claire Rodineau et Sophie Vincelot
2243,nsp,Journaliste,AD,AD
2244,nsp,nsp,AD,AD
2245,journalistes de la rédaction,Journaliste,H+F,rédaction
2246,Vladimir Cagnolari,Journaliste,H,Vladimir Cagnolari
2247, Marina Julienne & Irène Berelowitch,auteur/réalisateur,F, Marina Julienne & Irène Berelowitch
2248,Sébastien Bordenave,Journaliste,H,Sébastien Bordenave
2249,AD,AD,AD,AD
2250,"Écrit par : Lila Berdugo et Salomé Parent-Rachdi  Productrice : Anne-Cécile KirryCoordinateur éditorial : Jean-Baptiste RenaudRédacteur en chef pré-enquête : Jean-Pierre CanetProducteur.ice.s délégué.e.s : Lorenzo Benedetti, Louis Daboussy, Benoit Dunaigre, Marina Ladous et Etienne HuverMonteur son, sound designer et mixeur : Alexandre BabeanuEnregistrement : Théo Albaric et Marin GrizeaudAssistant son : Marec Panchot et Rayan KaanicheCompositrice : Fredrika StahlDirecteur.ice.s de production : Oriane Bettoni et Bruno SterpelloneChargée de production : Nouhad HoutiAssistantes de production : Aimie Faconnier et Caroline HallerResponsable marketing : Carla BertoneAssistante marketing : Cyrile PocreauAttachée de presse : Gaëlle JobJuridique: Virginie Marquet, Ludye Nisol et Alix du Plessis d'ArgentréGraphiste : Maxime RenaudPhotographe : Salomé OyallonVoix additionnelles : Suzanne Colin, Aimie Faconnier, Théo Albaric, Louis Daboussy, Sina Mir

Archive sonore : France 24, ""Express Orient"" - journal du 9 février 2022, présenté par Meriem Amellal-Lalmas.",Journaliste,F,Lila Berdugo et Salomé Parent-Rachdi  
2251,Jean-Bernard Carillet,Rédaction,H,Jean-Bernard Carillet
2252,AD,AD,AD,AD
2253,Magali Rangin,Journaliste,F,Magali Rangin
